product_name,product_category,product_price,product_quantity,product_brand,product_color,product_weight,product_dimensions,product_release_date,Product ID
ut nulla,books,998.08,418,Samsung,Red,97.66,error: Field 'length' not found,3/2/2021,884
commodo placerat,books,846.18,360,Samsung,Maroon,50.55,error: Field 'length' not found,8/26/2013,885
eu magna,sports,303.52,807,Samsung,Violet,80.64,error: Field 'length' not found,3/11/2013,886
ornare imperdiet,home decor,507.03,546,Samsung,Maroon,8.29,error: Field 'length' not found,7/20/2012,887
posuere,health,672.43,442,Samsung,Crimson,89.9,error: Field 'length' not found,5/30/2020,888
dapibus duis,electronics,302.22,455,Samsung,Crimson,80.84,error: Field 'length' not found,12/4/2016,889
erat,electronics,323.48,68,Samsung,Blue,71.63,error: Field 'length' not found,12/2/2013,890
et,automotive,132.46,210,Samsung,Blue,44.81,error: Field 'length' not found,4/7/2017,891
nullam porttitor,food,76.7,813,Nike,Yellow,66.58,error: Field 'length' not found,3/27/2012,892
in,automotive,0.34,51,Apple,Violet,45.84,error: Field 'length' not found,8/20/2014,893
facilisi cras,food,177.54,715,Samsung,Maroon,29.6,error: Field 'length' not found,3/23/2021,894
dapibus nulla,home decor,989.89,469,Nike,Mauv,62.34,error: Field 'length' not found,8/1/2022,895
mi,books,819.71,493,Samsung,Khaki,79.72,error: Field 'length' not found,8/22/2022,896
convallis morbi,health,466.25,85,Nike,Teal,76.96,error: Field 'length' not found,10/31/2014,897
odio,home decor,999.52,807,Samsung,Fuscia,48.5,error: Field 'length' not found,3/23/2015,898
eget congue,home decor,804.1,146,Samsung,Khaki,52.99,error: Field 'length' not found,7/25/2016,899
turpis a,home decor,714.01,182,Apple,Green,55.06,error: Field 'length' not found,1/6/2013,900
donec,books,51.79,34,Samsung,Mauv,23.8,error: Field 'length' not found,2/20/2013,901
at velit,sports,862,250,Nike,Mauv,63.36,error: Field 'length' not found,6/27/2022,902
sem sed,home decor,847.97,970,Apple,Fuscia,43.67,error: Field 'length' not found,2/1/2010,903
eget congue,electronics,691.78,202,Nike,Blue,7.65,error: Field 'length' not found,10/3/2010,904
libero,beauty,848.69,850,Samsung,Aquamarine,19.8,error: Field 'length' not found,8/6/2016,905
eget elit,home decor,405.5,498,Nike,Yellow,44.07,error: Field 'length' not found,4/22/2017,906
mauris,home decor,274.82,298,Apple,Khaki,56.52,error: Field 'length' not found,1/1/2012,907
morbi,books,613.29,813,Apple,Blue,44.82,error: Field 'length' not found,7/30/2016,908
non velit,clothing,653.02,281,Apple,Yellow,37.06,error: Field 'length' not found,9/24/2011,909
neque aenean,toys,799.16,677,Nike,Puce,77,error: Field 'length' not found,4/25/2011,910
condimentum,sports,339.79,753,Nike,Yellow,47.04,error: Field 'length' not found,6/2/2018,911
in,home decor,399.83,588,Nike,Teal,94.47,error: Field 'length' not found,3/1/2012,912
consequat,pets,542.34,116,Nike,Puce,96.63,error: Field 'length' not found,8/16/2010,913
ac tellus,clothing,323.6,326,Nike,Maroon,16.68,error: Field 'length' not found,7/20/2017,914
dui,beauty,446.98,373,Apple,Violet,94.42,error: Field 'length' not found,8/25/2016,915
donec ut,health,282.84,349,Apple,Crimson,62.45,error: Field 'length' not found,8/3/2015,916
posuere,home decor,144.5,192,Nike,Teal,9.87,error: Field 'length' not found,10/7/2017,917
eu pede,food,826.31,854,Samsung,Yellow,21.42,error: Field 'length' not found,8/14/2014,918
vitae,sports,665.48,599,Apple,Mauv,46.36,error: Field 'length' not found,2/13/2011,919
non,food,886.2,233,Apple,Pink,19.11,error: Field 'length' not found,3/18/2011,920
dui,sports,777.79,736,Apple,Orange,32.33,error: Field 'length' not found,6/30/2019,921
odio,automotive,246.5,226,Samsung,Indigo,58.58,error: Field 'length' not found,11/15/2013,922
ac,pets,331.7,850,Nike,Maroon,68.46,error: Field 'length' not found,9/27/2012,923
dapibus,home decor,628.1,111,Apple,Teal,59.81,error: Field 'length' not found,2/27/2016,924
tristique tortor,clothing,711.96,494,Nike,Yellow,34.71,error: Field 'length' not found,2/22/2012,925
pede venenatis,toys,670.65,963,Nike,Teal,45.2,error: Field 'length' not found,9/19/2015,926
vestibulum,sports,226.74,232,Samsung,Blue,78.35,error: Field 'length' not found,1/22/2017,927
pede libero,pets,906.22,360,Nike,Puce,65.28,error: Field 'length' not found,12/1/2011,928
platea dictumst,beauty,252.69,110,Nike,Aquamarine,78.28,error: Field 'length' not found,5/22/2016,929
amet cursus,beauty,402.73,120,Nike,Violet,61.93,error: Field 'length' not found,4/26/2019,930
curabitur in,automotive,191.01,465,Nike,Yellow,14.44,error: Field 'length' not found,8/29/2022,931
nunc,toys,561.47,713,Samsung,Crimson,14.5,error: Field 'length' not found,8/2/2021,932
nisi,pets,104.02,434,Samsung,Green,27.08,error: Field 'length' not found,7/12/2010,933
sapien,pets,249.52,800,Apple,Maroon,29.7,error: Field 'length' not found,3/25/2022,934
vel augue,electronics,922.02,237,Samsung,Crimson,3.36,error: Field 'length' not found,4/7/2012,935
ultrices,health,861.19,488,Nike,Violet,29.37,error: Field 'length' not found,11/14/2015,936
ligula,pets,992.71,818,Samsung,Fuscia,84.77,error: Field 'length' not found,8/12/2010,937
auctor sed,toys,543.29,435,Nike,Khaki,26.25,error: Field 'length' not found,11/26/2020,938
augue,home decor,501.24,909,Apple,Puce,50.87,error: Field 'length' not found,1/13/2011,939
purus phasellus,automotive,731.36,167,Apple,Maroon,17.79,error: Field 'length' not found,4/15/2021,940
venenatis,sports,508.83,168,Nike,Green,13.46,error: Field 'length' not found,12/31/2021,941
porta volutpat,beauty,728.21,145,Nike,Red,96.18,error: Field 'length' not found,4/22/2020,942
in felis,clothing,231.25,160,Apple,Crimson,28.96,error: Field 'length' not found,2/14/2015,943
nulla,automotive,440.92,75,Nike,Indigo,34.91,error: Field 'length' not found,10/22/2019,944
in,health,880.27,568,Samsung,Red,15.49,error: Field 'length' not found,1/16/2012,945
interdum,sports,575.76,158,Apple,Orange,42.36,error: Field 'length' not found,4/15/2016,946
blandit nam,home decor,699.28,841,Apple,Blue,71.71,error: Field 'length' not found,2/14/2017,947
nibh,beauty,210.9,293,Samsung,Mauv,54.97,error: Field 'length' not found,2/25/2012,948
malesuada,books,508.21,390,Apple,Purple,99.12,error: Field 'length' not found,8/25/2010,949
volutpat convallis,sports,715.97,246,Apple,Blue,23.32,error: Field 'length' not found,3/8/2021,950
mauris,automotive,52.96,163,Samsung,Violet,87.36,error: Field 'length' not found,7/13/2017,951
lacinia,electronics,33.18,932,Apple,Indigo,48.34,error: Field 'length' not found,10/23/2021,952
id massa,sports,698.03,899,Nike,Turquoise,17.04,error: Field 'length' not found,10/21/2011,953
nulla suspendisse,food,168.91,418,Apple,Teal,39.34,error: Field 'length' not found,10/30/2021,954
vel,pets,840.04,727,Apple,Purple,31.82,error: Field 'length' not found,7/13/2021,955
posuere cubilia,pets,387.59,162,Apple,Violet,64.04,error: Field 'length' not found,9/18/2016,956
convallis nulla,pets,565.67,730,Nike,Maroon,81.89,error: Field 'length' not found,3/9/2013,957
interdum mauris,pets,270.68,255,Apple,Turquoise,3.43,error: Field 'length' not found,8/23/2013,958
in consequat,books,266.93,278,Apple,Maroon,73.89,error: Field 'length' not found,1/18/2019,959
donec,beauty,830.19,462,Nike,Purple,14.01,error: Field 'length' not found,5/1/2011,960
lacus morbi,home decor,771.3,981,Apple,Turquoise,40.08,error: Field 'length' not found,3/29/2013,961
sagittis dui,clothing,613.06,802,Apple,Pink,62.34,error: Field 'length' not found,7/18/2010,962
non,clothing,156.68,685,Samsung,Khaki,55.91,error: Field 'length' not found,7/5/2020,963
risus,sports,851.72,676,Nike,Mauv,0.41,error: Field 'length' not found,1/27/2019,964
sapien,books,809.39,519,Apple,Maroon,23.8,error: Field 'length' not found,4/25/2012,965
nullam porttitor,toys,907.15,139,Nike,Fuscia,36.38,error: Field 'length' not found,10/9/2017,966
turpis integer,automotive,30.55,732,Nike,Pink,29.77,error: Field 'length' not found,12/6/2019,967
eleifend,food,337.76,91,Samsung,Puce,48.78,error: Field 'length' not found,5/3/2017,968
eu,beauty,575.3,512,Apple,Aquamarine,45.45,error: Field 'length' not found,12/15/2010,969
suspendisse accumsan,electronics,618.92,144,Samsung,Turquoise,48.22,error: Field 'length' not found,3/11/2013,970
vehicula consequat,books,365.3,465,Samsung,Turquoise,40.89,error: Field 'length' not found,1/21/2014,971
iaculis congue,home decor,2.91,324,Samsung,Red,52.17,error: Field 'length' not found,1/22/2011,972
erat,sports,508.4,654,Nike,Green,62.95,error: Field 'length' not found,11/23/2017,973
etiam pretium,beauty,792.24,812,Samsung,Orange,27.15,error: Field 'length' not found,3/30/2018,974
leo,pets,3.29,687,Nike,Aquamarine,61.73,error: Field 'length' not found,1/23/2020,975
convallis,home decor,692.88,138,Nike,Puce,82.45,error: Field 'length' not found,6/15/2012,976
blandit,sports,265.71,367,Apple,Teal,27.47,error: Field 'length' not found,4/22/2022,977
rhoncus,food,272.37,403,Samsung,Green,74.71,error: Field 'length' not found,11/4/2015,978
ut,electronics,778.3,73,Samsung,Aquamarine,12.95,error: Field 'length' not found,6/24/2016,979
potenti cras,electronics,863.04,189,Nike,Orange,71.8,error: Field 'length' not found,5/31/2020,980
ultrices,electronics,13.37,87,Samsung,Crimson,32.31,error: Field 'length' not found,3/5/2022,981
ac,clothing,981.03,123,Apple,Maroon,51.75,error: Field 'length' not found,9/19/2010,982
nam,books,441.51,737,Apple,Orange,33.27,error: Field 'length' not found,1/29/2019,983
in lacus,books,756.58,466,Apple,Yellow,68.11,error: Field 'length' not found,6/27/2019,984
libero non,food,776.97,537,Nike,Puce,55.84,error: Field 'length' not found,9/10/2018,985
nam,clothing,862,551,Nike,Goldenrod,83.77,error: Field 'length' not found,10/13/2021,986
pede venenatis,toys,807.66,809,Samsung,Pink,53.25,error: Field 'length' not found,1/27/2015,987
phasellus sit,sports,539.42,716,Nike,Purple,49.66,error: Field 'length' not found,4/12/2019,988
amet,pets,562.74,872,Apple,Orange,10.91,error: Field 'length' not found,11/10/2020,989
vel lectus,health,292.42,318,Nike,Indigo,72.4,error: Field 'length' not found,5/28/2013,990
ante ipsum,automotive,968.75,180,Samsung,Fuscia,52.97,error: Field 'length' not found,9/18/2022,991
tempor convallis,automotive,65.15,10,Apple,Red,65.67,error: Field 'length' not found,7/12/2019,992
imperdiet sapien,home decor,260.4,746,Nike,Violet,21.4,error: Field 'length' not found,2/14/2022,993
in eleifend,toys,781.79,230,Samsung,Crimson,88.3,error: Field 'length' not found,3/28/2016,994
pharetra,automotive,835.53,983,Apple,Goldenrod,62.82,error: Field 'length' not found,7/5/2019,995
suscipit,home decor,636.28,98,Nike,Indigo,67.09,error: Field 'length' not found,4/6/2010,996
pellentesque,toys,406.86,507,Apple,Violet,48.3,error: Field 'length' not found,7/18/2022,997
facilisi cras,beauty,832.44,293,Samsung,Khaki,42.81,error: Field 'length' not found,5/31/2016,998
sapien in,toys,566.66,417,Apple,Yellow,69.9,error: Field 'length' not found,5/9/2012,999
rhoncus aliquam,pets,563.76,183,Nike,Mauv,62.82,error: Field 'length' not found,2/9/2011,1000
